1.585581 3.345729 0.117056
2.238289 2.796801 3.923533
3.152463 2.251746 5.940896
3.474186 1.652577 1.244744
1.458627 2.541393 1.181691
4.147120 2.742996 0.930504
2.927728 2.689463 5.448319
2.170949 2.130762 3.438151
2.570201 4.087651 1.473935
1.765320 2.627142 4.390324
4.246046 4.068037 5.972630
4.177129 2.632105 5.139241
2.539985 1.897511 2.642923
1.953227 3.114294 0.624144
1.853402 3.441019 0.118899
3.533867 1.875112 4.541941
3.571256 3.676833 3.802136
2.736322 3.837279 0.401161
2.635958 2.089281 2.191106
4.606475 2.920716 5.707646
2.628933 2.573726 1.942643
3.295148 4.540051 5.615466
2.592730 4.630288 1.023890
3.251425 4.306132 5.277149
2.519969 4.479585 0.369261
3.481439 2.584673 1.939150
1.754239 4.238857 1.221618
4.357668 3.112672 2.902416
3.782353 3.772603 4.959325
3.877310 4.094113 1.575099
2.946067 2.561386 1.915920
2.257205 1.624231 3.312002
3.029981 4.552246 2.933881
3.999744 2.110582 2.113736
3.122719 2.121735 0.639140
4.767160 3.130491 2.849304
3.048584 4.171062 4.558772
2.544477 2.450905 2.157217
1.903849 2.233905 0.022570
4.454684 3.223807 2.973203
3.650696 4.393156 0.946648
2.343022 1.679900 4.190346
3.306242 1.764724 4.292687
3.457325 3.532006 1.539759
4.185684 2.740273 0.491171
4.500547 3.259239 5.684379
4.311825 3.182798 3.108079
3.694053 1.421520 4.466497
2.172707 2.830316 1.840730
4.566846 2.781523 2.891690
3.637156 4.280270 3.246393
4.577935 2.901052 5.904850
1.679913 2.327727 0.725467
2.260742 4.271354 2.826935
4.006394 2.186516 1.775373
3.230645 2.790163 5.404418
3.780765 3.314477 0.020094
4.475200 3.002643 2.451542
1.668618 2.703116 2.446388
1.978675 3.595238 5.335491
3.412505 3.243265 3.546075
3.378442 4.263208 3.424913
2.477521 2.283554 2.353114
3.570243 3.034523 5.075384
3.008681 3.884878 4.199723
4.509574 2.642687 3.383869
2.613756 2.394286 5.620482
3.838641 4.581962 4.015694
3.960857 3.114691 2.459515
3.909859 3.958930 4.455085
2.474332 4.564922 5.158414
1.668047 3.078942 1.300213
2.867097 2.500218 1.672938
3.309058 1.406002 2.167620
2.574771 1.812869 1.882371
4.291172 3.333959 0.898563
1.846236 3.347166 4.163493
3.603313 3.124438 4.719347
2.921523 3.008128 4.302123
3.411840 1.862504 5.678884
2.415110 4.448556 0.822408
1.685464 2.622465 0.250673
2.764044 3.819524 5.163335
4.591962 2.886673 4.716547
4.526772 3.266437 4.852614
3.089390 2.837821 1.411804
3.285678 3.301643 2.645791
3.735841 2.976036 0.348416
3.684288 3.898782 3.041371
3.898567 3.636781 2.434333
2.475072 2.282039 0.189621
3.324687 4.665827 4.566944
2.363544 3.944529 0.114858
3.313503 1.849889 0.216474
4.450643 2.053633 2.146408
1.466726 2.847462 5.874167
3.541406 3.775097 3.670634
3.088038 3.792064 2.097948
4.115445 4.190388 1.186484
3.153709 4.003584 3.815877
1.819682 1.734110 1.456429
1.891357 4.030214 0.214145
3.121924 3.440557 0.717670
2.967369 3.328626 0.839964
1.591288 3.944685 3.010905
1.816605 2.623570 2.419760
1.971372 3.390686 1.513118
3.088666 3.139229 5.329795
4.008583 1.592860 0.851081
3.218309 4.329170 2.554304
2.156142 3.085942 0.070382
1.947160 1.645940 3.958118
1.619606 4.142458 3.211788
3.477178 2.892995 1.215853
3.724324 3.961299 0.982064
4.300804 3.526438 0.385563
3.206405 3.639738 4.681586
3.461710 2.468099 0.733283
4.476001 2.003012 1.252416
2.804277 2.393028 0.553535
1.795604 4.135300 2.420001
2.671136 3.174455 0.823998
2.027975 2.878924 2.468327
2.840118 3.344880 5.063542
3.974770 2.029761 0.269853
3.209379 2.781560 0.803791
3.004396 3.972989 0.753854
2.738976 2.863544 0.475874
1.316646 3.024633 1.208118
3.200385 2.078154 5.426433
2.100821 1.622824 0.157696
3.590668 3.480125 2.252393
2.575724 4.551681 0.117192
1.376841 3.182936 4.320594
1.950947 1.801692 2.178093
3.875636 4.460888 1.386718
3.126297 3.448995 0.834304
3.097878 4.034443 3.607070
4.341839 2.514446 0.834022
3.742323 3.350760 1.625489
2.421588 1.716120 4.726497
1.938940 3.006748 4.256291
2.018449 3.488174 1.463592
2.606969 4.040319 4.328866
3.265949 3.713595 3.879924
4.465430 2.981933 1.103613
3.258869 1.609002 4.233050
2.554546 3.536522 4.353598
3.599376 4.324231 1.834530
4.602004 3.590171 3.663676
3.905143 1.537203 3.818467
3.676962 2.910254 3.002407
2.505326 2.426681 1.465962
4.209919 3.231954 0.809721
1.462454 3.598486 1.913012
1.478924 2.302917 0.536430
4.639482 2.826575 4.174659
